"FLASV","idty","Kingdom","Phylum","Class","Order","Family","Genus"
"FLASV14283.1366",98.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV14284.1359",97.2,"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",""
"FLASV14285.1365",98.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"FLASV14286.1312",97.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"FLASV14287.1344",99.2,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14288.1378",98.9,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"FLASV14289.1343",99,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV14290.1304",94.1,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14291.1377",97.2,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Cephaloticoccus"
"FLASV14292.1367",95.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"FLASV14293.1356",90.2,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",""
"FLASV14294.1358",95.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter"
"FLASV14295.1360",93.7,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",""
"FLASV14296.1353",98.5,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"FLASV14297.1366",99.7,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","",""
"FLASV14298.1378",94.9,"Bacteria","Elusimicrobiota","Lineage_IIb","","",""
"FLASV14299.1344",99.4,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14300.1391",95,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14301.1378",96.1,"Bacteria","Acidobacteriota","Subgroup_22","","",""
"FLASV14302.1350",99.6,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV14303.1306",100,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"FLASV14304.1309",97.4,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14305.1291",99.1,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",""
"FLASV14306.1362",99,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter"
"FLASV14307.1333",98.6,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"FLASV14308.1338",99.3,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"FLASV14309.1371",99.8,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"FLASV14310.1303",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"FLASV14311.1374",99.9,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"FLASV14312.1359",99.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV14313.1353",96.2,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV14314.1317",98.7,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","",""
"FLASV14315.1354",99.5,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","","",""
"FLASV14316.1344",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14317.1381",99.3,"Bacteria","Myxococcota","bacteriap25","","",""
"FLASV14318.1308",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"FLASV14319.1360",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas"
"FLASV14320.1343",98.9,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae",""
"FLASV14321.1379",99.3,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",""
"FLASV14322.1356",87.8,"Bacteria","Proteobacteria","Gammaproteobacteria","","",""
"FLASV14323.1380",99.6,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV14324.1348",99.8,"Bacteria","Armatimonadota","","","",""
"FLASV14325.1344",98.9,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14326.1384",99.5,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","",""
"FLASV14327.1337",98,"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium"
"FLASV14328.1305",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",""
"FLASV14329.1334",99.6,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV14330.1343",98.8,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"FLASV14331.1308",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"FLASV14332.1319",90.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","",""
"FLASV14333.1354",99.1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",""
"FLASV14334.1325",98.3,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV14335.1340",95,"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"FLASV14336.1466",87.1,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14337.1379",99.6,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"FLASV14338.1356",97.3,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",""
"FLASV14339.1344",99,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","",""
"FLASV14340.1379",98.8,"Bacteria","Latescibacterota","","","",""
"FLASV14341.1331",98.7,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",""
"FLASV14342.1377",98.6,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"FLASV14343.1356",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"FLASV14344.1348",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14345.1378",99.8,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",""
"FLASV14346.1345",98.7,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV14347.1352",94.5,"Bacteria","Patescibacteria","Parcubacteria","Ca_Azambacteria","",""
"FLASV14348.1358",94.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",""
"FLASV14349.1354",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV14350.1325",99.2,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_9"
"FLASV14351.1384",99.6,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","",""
"FLASV14352.1352",98.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"FLASV14353.1383",98.2,"Bacteria","Latescibacterota","","","",""
"FLASV14354.1384",93.4,"Bacteria","Planctomycetota","OM190","","",""
"FLASV14355.1357",97.1,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2"
"FLASV14356.1377",98.3,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"FLASV14357.1365",99.3,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"FLASV14358.1345",99.4,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV14359.1344",99.4,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14360.1352",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",""
"FLASV14361.1304",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"FLASV14362.1346",99,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14363.1334",94.1,"Bacteria","Chloroflexi","Ktedonobacteria","C0119","",""
"FLASV14364.1315",98.6,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV14365.1306",98.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys"
"FLASV14366.1373",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14367.1356",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV14368.1353",97.5,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_15","",""
"FLASV14369.1332",97.1,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV14370.1319",99,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV14371.1326",99.8,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV14372.1336",99.7,"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","",""
"FLASV14373.1334",85.9,"Bacteria","WPS-2","","","",""
"FLASV14374.1373",99.6,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14375.1353",91.1,"Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae",""
"FLASV14376.1344",99.1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14377.1375",99.6,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"FLASV14378.1376",99.2,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"FLASV14379.1355",96.4,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV14380.1354",97.9,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17",""
"FLASV14381.1371",99.6,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"FLASV14382.1373",98.8,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14383.1373",99.4,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14384.1348",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14385.1392",89.8,"Bacteria","Patescibacteria","Parcubacteria","","",""
"FLASV14386.1348",100,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14387.1338",97.4,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV14388.1316",98.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"FLASV14389.1353",98.7,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV14390.1342",98.7,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"FLASV14391.1390",96.7,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"FLASV14392.1359",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"FLASV14393.1380",99.9,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV14394.1317",95.3,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",""
"FLASV14395.1285",96.1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Pythium_ultimum"
"FLASV14396.1373",98.2,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14397.1339",99.4,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"FLASV14398.1319",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","",""
"FLASV14399.1363",98.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV14400.1357",99.6,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV14401.1354",98.7,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV14402.1310",69.2,"Bacteria","","","","",""
"FLASV14403.1353",94.6,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga"
"FLASV14404.1380",98,"Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","","",""
"FLASV14405.1445",93.5,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8",""
"FLASV14406.1367",98.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV14407.1343",99.4,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae",""
"FLASV14408.1380",99.3,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV14409.1303",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"FLASV14410.1356",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"FLASV14411.1360",94.8,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Mobilitalea"
"FLASV14412.1344",98.8,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14413.1317",97.2,"Bacteria","Chloroflexi","TK10","","",""
"FLASV14414.1369",98.8,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"FLASV14415.1363",98.1,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"FLASV14416.1382",98.3,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"FLASV14417.1359",99.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Heliimonas"
"FLASV14418.1380",99.1,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV14419.1359",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia"
"FLASV14420.1352",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"FLASV14421.1348",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14422.1343",98.6,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV14423.1391",99.1,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"FLASV14424.1378",98.3,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"FLASV14425.1390",98.7,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"FLASV14426.1376",99.6,"Bacteria","Acidobacteriota","Blastocatellia","11-24","",""
"FLASV14427.1367",99.6,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV14428.1350",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV14429.1384",99.3,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","",""
"FLASV14430.1354",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"FLASV14431.1365",99.1,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"FLASV14432.1361",96.2,"Bacteria","Myxococcota","Polyangia","Blfdi19","",""
"FLASV14433.1360",99.6,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV14434.1371",99.8,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"FLASV14435.1375",98.6,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella"
"FLASV14436.1344",99.2,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14437.1318",95.1,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"FLASV14438.1344",99.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Haliscomenobacter"
"FLASV14439.1349",98.1,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"FLASV14440.1342",98.4,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14441.1385",96.2,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"FLASV14442.1297",97.3,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14443.1378",98,"Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",""
"FLASV14444.1333",98.7,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV14445.1320",99.4,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Ca_Solibacter"
"FLASV14446.1392",94.1,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14447.1364",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV14448.1323",99.8,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV14449.1376",98.4,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium"
"FLASV14450.1373",99.6,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14451.1340",99.6,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"FLASV14452.1348",92.1,"Bacteria","Patescibacteria","Dojkabacteria","","",""
"FLASV14453.1339",98.8,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV14454.1302",96.3,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chlamydomonas_reinhardtii",""
"FLASV14455.1358",99.2,"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"FLASV14456.1367",99.5,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"FLASV14457.1356",93.4,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",""
"FLASV14458.1338",97.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","",""
"FLASV14459.1345",99.8,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",""
"FLASV14460.1376",95.4,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","",""
"FLASV14461.1335",99.4,"Bacteria","Chloroflexi","AD3","","",""
"FLASV14462.1319",99.1,"Bacteria","Chloroflexi","Dehalococcoidia","S085","",""
"FLASV14463.1352",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV14464.1352",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV14465.1348",99.4,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14466.1360",99,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",""
"FLASV14467.1308",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"FLASV14468.1306",91.8,"Bacteria","Patescibacteria","Microgenomatia","Ca_Levybacteria","",""
"FLASV14469.1307",97.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV14470.1333",99.5,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",""
"FLASV14471.1336",100,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"FLASV14472.1342",98.3,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"FLASV14473.1449",92,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14474.1376",98.9,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV14475.1345",99.1,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV14476.1372",92.3,"Bacteria","FCPU426","","","",""
"FLASV14477.1326",98.3,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea"
"FLASV14478.1333",98.6,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia"
"FLASV14479.1355",98.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"FLASV14480.1309",98.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"FLASV14481.1300",94.1,"Bacteria","Patescibacteria","Parcubacteria","","",""
"FLASV14482.1347",99.5,"Bacteria","Acidobacteriota","Subgroup_5","","",""
"FLASV14483.1343",99.5,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"FLASV14484.1322",97.5,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","",""
"FLASV14485.1320",99,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",""
"FLASV14486.1357",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira"
"FLASV14487.1350",99,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV14488.1365",97.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",""
"FLASV14489.1350",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"FLASV14490.1345",96.1,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae",""
"FLASV14491.1364",98.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",""
"FLASV14492.1308",98.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudaminobacter"
"FLASV14493.1315",96.9,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",""
"FLASV14494.1340",99.9,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03"
"FLASV14495.1371",99.5,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"FLASV14496.1339",98.9,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"FLASV14497.1343",87,"Bacteria","Bacteroidota","Bacteroidia","SM1A07","",""
"FLASV14498.1339",99.7,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella"
"FLASV14499.1300",98.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"FLASV14500.1347",98.9,"Bacteria","Acidobacteriota","Blastocatellia","11-24","",""
"FLASV14501.1374",98.8,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Citrifermentans"
"FLASV14502.1368",94.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",""
"FLASV14503.1358",98.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV14504.1365",94.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas"
"FLASV14505.1357",99.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"FLASV14506.1363",97.1,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",""
"FLASV14507.1344",98.7,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14508.1349",97.2,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"FLASV14509.1377",97.9,"Bacteria","NB1-j","","","",""
"FLASV14510.1377",99.1,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",""
"FLASV14511.1373",99.2,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14512.1379",98.8,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV14513.1356",99,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2"
"FLASV14514.1379",99.1,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV14515.1361",94.2,"Bacteria","Myxococcota","Polyangia","Blfdi19","",""
"FLASV14516.1303",99,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",""
"FLASV14517.1366",99.7,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","",""
