"FLASV","idty","Kingdom","Phylum","Class","Order","Family","Genus"
"FLASV8505.1357",95.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinimonadaceae","Chitinimonas"
"FLASV8506.1357",98.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV8507.1343",99.2,"Bacteria","Planctomycetota","Planctomycetes","","",""
"FLASV8508.1342",95.5,"Bacteria","Actinobacteriota","MB-A2-108","","",""
"FLASV8509.1352",96,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter"
"FLASV8510.1309",99.1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"FLASV8511.1358",98.4,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV8512.1378",96.2,"Bacteria","Planctomycetota","OM190","","",""
"FLASV8513.1377",98.4,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"FLASV8514.1361",98.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"FLASV8515.1316",99.3,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV8516.1366",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"FLASV8517.1359",97.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"FLASV8518.1380",98.5,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",""
"FLASV8519.1379",98.5,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV8520.1344",99,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"FLASV8521.1374",99.3,"Bacteria","Acidobacteriota","Subgroup_22","","",""
"FLASV8522.1353",97.6,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV8523.1358",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","","","Acidibacter"
"FLASV8524.1382",99,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","",""
"FLASV8525.1356",99,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",""
"FLASV8526.1286",98.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",""
"FLASV8527.1364",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"FLASV8528.1308",99,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"FLASV8529.1362",95.2,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"FLASV8530.1381",95.8,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"FLASV8531.1380",95.1,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"FLASV8532.1357",99.1,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"FLASV8533.1383",97.7,"Bacteria","Latescibacterota","","","",""
"FLASV8534.1353",98.9,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",""
"FLASV8535.1368",99.6,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","",""
"FLASV8536.1346",96.7,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV8537.1345",99,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV8538.1350",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"FLASV8539.1321",97.2,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV8540.1347",98.1,"Bacteria","Chloroflexi","Ktedonobacteria","C0119","",""
"FLASV8541.1352",98.7,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",""
"FLASV8542.1373",96.8,"Bacteria","Chloroflexi","Ktedonobacteria","C0119","",""
"FLASV8543.1295",95.1,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV8544.1318",97.3,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",""
"FLASV8545.1309",99.1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","",""
"FLASV8546.1331",99.3,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1"
"FLASV8547.1356",97.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter"
"FLASV8548.1375",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV8549.1307",95.6,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","YM_S32_TM7_50_20",""
"FLASV8550.1372",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",""
"FLASV8551.1330",99.6,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",""
"FLASV8552.1310",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"FLASV8553.1340",98.1,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03"
"FLASV8554.1326",97.9,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",""
"FLASV8555.1318",99.2,"Bacteria","Acidobacteriota","Acidobacteriae","Paludibaculum","",""
"FLASV8556.1382",96.3,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Ca_Udaeobacter"
"FLASV8557.1352",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"FLASV8558.1297",93,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","WWH38",""
"FLASV8559.1382",99.3,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","",""
"FLASV8560.1321",94.1,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",""
"FLASV8561.1338",99.9,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"FLASV8562.1339",98.7,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV8563.1339",98.9,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"FLASV8564.1371",93.2,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",""
"FLASV8565.1346",98.6,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV8566.1380",98.4,"Bacteria","Latescibacterota","","","",""
"FLASV8567.1357",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azoarcus"
"FLASV8568.1359",97.1,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","",""
"FLASV8569.1340",99.8,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"FLASV8570.1308",100,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"FLASV8571.1358",98.7,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV8572.1311",94.2,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae",""
"FLASV8573.1307",98.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","Bauldia"
"FLASV8574.1368",97.9,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",""
"FLASV8575.1347",99.4,"Bacteria","Acidobacteriota","Subgroup_5","","",""
"FLASV8576.1374",97.7,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",""
"FLASV8577.1311",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"FLASV8578.1376",97.2,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium"
"FLASV8579.1355",99.4,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",""
"FLASV8580.1361",98.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV8581.1319",99.5,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV8582.1335",99.5,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"FLASV8583.1383",97.4,"Bacteria","Latescibacterota","","","",""
"FLASV8584.1353",97.3,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","",""
"FLASV8585.1360",99,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","JTB255_marine_benthic_group"
"FLASV8586.1348",99.4,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV8587.1329",99.6,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",""
"FLASV8588.1322",98.7,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Ca_Solibacter"
"FLASV8589.1342",99.6,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae",""
"FLASV8590.1350",97.7,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV8591.1397",90.6,"Bacteria","Planctomycetota","Phycisphaerae","S-70","",""
"FLASV8592.1320",99.6,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV8593.1353",99.1,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV8594.1377",98.4,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV8595.1371",94.2,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",""
"FLASV8596.1306",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"FLASV8597.1338",99.3,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata"
"FLASV8598.1309",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",""
"FLASV8599.1306",99.9,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Durinskia_baltica",""
"FLASV8600.1359",96.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV8601.1362",97.5,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"FLASV8602.1351",99.1,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"FLASV8603.1325",95.8,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"FLASV8604.1373",99.1,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV8605.1363",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"FLASV8606.1559",87.9,"Bacteria","Patescibacteria","Parcubacteria","Ca_Nomurabacteria","",""
"FLASV8607.1304",91.3,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","WWH38",""
"FLASV8608.1359",98,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",""
"FLASV8609.1356",99.8,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"FLASV8610.1360",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"FLASV8611.1359",99.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Filimonas"
"FLASV8612.1379",99.6,"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_9","",""
"FLASV8613.1326",97.8,"Bacteria","Cyanobacteria","Sericytochromatia","","",""
"FLASV8614.1364",97,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV8615.1351",99.5,"Bacteria","Acidobacteriota","Subgroup_5","","",""
"FLASV8616.1391",99.3,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"FLASV8617.1357",98.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV8618.1308",99.1,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"FLASV8619.1348",94,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV8620.1353",99.6,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",""
"FLASV8621.1379",99.3,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV8622.1379",95.4,"Bacteria","MBNT15","","","",""
"FLASV8623.1359",99.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV8624.1309",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","Nordella"
"FLASV8625.1341",99.5,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"FLASV8626.1342",98.6,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03"
"FLASV8627.1322",98.9,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV8628.1357",98.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"FLASV8629.1365",99.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV8630.1360",98.7,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","",""
"FLASV8631.1368",99.3,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","",""
"FLASV8632.1344",99,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",""
"FLASV8633.1308",98.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"FLASV8634.1332",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","",""
"FLASV8635.1376",99.3,"Bacteria","NB1-j","","","",""
"FLASV8636.1301",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"FLASV8637.1356",99.8,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV8638.1342",98.6,"Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter"
"FLASV8639.1329",99.5,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",""
"FLASV8640.1373",99.2,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV8641.1359",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV8642.1352",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"FLASV8643.1308",97.6,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",""
"FLASV8644.1322",98.9,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV8645.1323",98.5,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Ca_Solibacter"
"FLASV8646.1322",98.7,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV8647.1352",99.8,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV8648.1339",99,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV8649.1302",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",""
"FLASV8650.1342",97,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV8651.1344",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV8652.1306",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"FLASV8653.1355",97.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",""
"FLASV8654.1360",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44"
"FLASV8655.1375",98,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"FLASV8656.1365",99.8,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","",""
"FLASV8657.1339",99,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV8658.1357",98.9,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV8659.1358",99.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges"
"FLASV8660.1374",98,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",""
"FLASV8661.1369",98.4,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",""
"FLASV8662.1321",96.1,"Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae",""
"FLASV8663.1333",99.5,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV8664.1373",99.5,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV8665.1357",99.1,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV8666.1303",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"FLASV8667.1353",96.1,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17",""
"FLASV8668.1307",98,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",""
"FLASV8669.1303",98.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"FLASV8670.1304",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"FLASV8671.1353",93.6,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV8672.1356",99,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"FLASV8673.1343",95.2,"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"FLASV8674.1301",93.4,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","",""
"FLASV8675.1373",98.1,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV8676.1360",99.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Arachidicoccus"
"FLASV8677.1380",99.3,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV8678.1334",99,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV8679.1360",99.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
"FLASV8680.1352",99.6,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV8681.1328",94.3,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",""
"FLASV8682.1371",99.6,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
