FLASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Tax
FLASV15086.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter_soyangensis,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:Mucilaginibacter_soyangensis,"
FLASV15087.1305,Bacteria,Cyanobacteria,Cyanobacteriia,Gloeobacterales,Gloeobacteraceae,Gloeobacter_PCC-7421,AsCoM_s_15087,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Gloeobacterales,f:Gloeobacteraceae,g:Gloeobacter_PCC-7421,s:AsCoM_s_15087,"
FLASV15088.1368,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,AsCoM_f_615,AsCoM_g_1175,AsCoM_s_4103,"d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:AsCoM_f_615,g:AsCoM_g_1175,s:AsCoM_s_4103,"
FLASV15089.1384,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Ca_Udaeobacter,AsCoM_s_15089,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Ca_Udaeobacter,s:AsCoM_s_15089,"
FLASV15090.1353,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,AsCoM_s_2621,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Microscillaceae,g:Ohtaekwangia,s:AsCoM_s_2621,"
FLASV15091.1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,AsCoM_s_2315,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:AsCoM_s_2315,"
FLASV15092.1345,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,AsCoM_f_813,AsCoM_g_878,AsCoM_s_878,"d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:AsCoM_f_813,g:AsCoM_g_878,s:AsCoM_s_878,"
FLASV15093.1354,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,AsCoM_s_15093,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pir4_lineage,s:AsCoM_s_15093,"
FLASV15094.1440,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,AsCoM_f_2336,AsCoM_g_15094,AsCoM_s_15094,"d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Ca_Nomurabacteria,f:AsCoM_f_2336,g:AsCoM_g_15094,s:AsCoM_s_15094,"
FLASV15095.1445,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,AsCoM_f_15095,AsCoM_g_15095,AsCoM_s_15095,"d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Ca_Nomurabacteria,f:AsCoM_f_15095,g:AsCoM_g_15095,s:AsCoM_s_15095,"
FLASV15096.1331,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,AsCoM_g_15096,AsCoM_s_15096,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,g:AsCoM_g_15096,s:AsCoM_s_15096,"
FLASV15097.1359,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,AsCoM_s_3151,"d:Bacteria,p:Nitrospirota,c:Nitrospiria,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,s:AsCoM_s_3151,"
FLASV15098.1314,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,AsCoM_f_410,AsCoM_g_2814,AsCoM_s_2814,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Azospirillales,f:AsCoM_f_410,g:AsCoM_g_2814,s:AsCoM_s_2814,"
FLASV15099.1370,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,AsCoM_g_794,AsCoM_s_1242,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:Vicinamibacteraceae,g:AsCoM_g_794,s:AsCoM_s_1242,"
FLASV15100.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,AsCoM_g_302,AsCoM_s_355,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:TRA3-20,g:AsCoM_g_302,s:AsCoM_s_355,"
FLASV15101.1375,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,AsCoM_s_6950,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Paenibacillales,f:Paenibacillaceae,g:Paenibacillus,s:AsCoM_s_6950,"
FLASV15102.1359,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,AsCoM_f_174,AsCoM_g_3013,AsCoM_s_15102,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:PLTA13,f:AsCoM_f_174,g:AsCoM_g_3013,s:AsCoM_s_15102,"
FLASV15103.1348,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_2033,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_2033,"
FLASV15104.1316,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,AsCoM_g_8897,AsCoM_s_15104,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:AsCoM_g_8897,s:AsCoM_s_15104,"
FLASV15105.1361,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,AsCoM_g_1749,AsCoM_s_12354,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:AsCoM_g_1749,s:AsCoM_s_12354,"
FLASV15106.1375,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,AsCoM_f_439,AsCoM_g_439,AsCoM_s_15106,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:AsCoM_f_439,g:AsCoM_g_439,s:AsCoM_s_15106,"
FLASV15107.1477,Bacteria,Patescibacteria,Microgenomatia,AsCoM_o_15107,AsCoM_f_15107,AsCoM_g_15107,AsCoM_s_15107,"d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:AsCoM_o_15107,f:AsCoM_f_15107,g:AsCoM_g_15107,s:AsCoM_s_15107,"
FLASV15108.1371,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,AsCoM_s_3739,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:AsCoM_s_3739,"
FLASV15109.1376,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_4968,AsCoM_f_4968,AsCoM_g_6977,AsCoM_s_6977,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_4968,f:AsCoM_f_4968,g:AsCoM_g_6977,s:AsCoM_s_6977,"
FLASV15110.1358,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,AsCoM_f_855,AsCoM_g_855,AsCoM_s_5330,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Planctomycetales,f:AsCoM_f_855,g:AsCoM_g_855,s:AsCoM_s_5330,"
FLASV15111.1363,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,AsCoM_f_174,AsCoM_g_582,AsCoM_s_15111,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:PLTA13,f:AsCoM_f_174,g:AsCoM_g_582,s:AsCoM_s_15111,"
FLASV15112.1321,Bacteria,Chloroflexi,P2-11E,AsCoM_o_495,AsCoM_f_853,AsCoM_g_853,AsCoM_s_15112,"d:Bacteria,p:Chloroflexi,c:P2-11E,o:AsCoM_o_495,f:AsCoM_f_853,g:AsCoM_g_853,s:AsCoM_s_15112,"
FLASV15113.1316,Bacteria,Patescibacteria,Parcubacteria,Ca_Wolfebacteria,AsCoM_f_1921,AsCoM_g_15113,AsCoM_s_15113,"d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Ca_Wolfebacteria,f:AsCoM_f_1921,g:AsCoM_g_15113,s:AsCoM_s_15113,"
FLASV15114.1517,Bacteria,Patescibacteria,Parcubacteria,AsCoM_o_15114,AsCoM_f_15114,AsCoM_g_15114,AsCoM_s_15114,"d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:AsCoM_o_15114,f:AsCoM_f_15114,g:AsCoM_g_15114,s:AsCoM_s_15114,"
FLASV15115.1375,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,AsCoM_s_6950,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Paenibacillales,f:Paenibacillaceae,g:Paenibacillus,s:AsCoM_s_6950,"
FLASV15116.1390,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,AsCoM_s_15116,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:Pedosphaera,s:AsCoM_s_15116,"
FLASV15117.1341,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,AsCoM_g_2840,AsCoM_s_15117,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:AsCoM_g_2840,s:AsCoM_s_15117,"
FLASV15118.1321,Bacteria,Chloroflexi,JG30-KF-CM66,AsCoM_o_179,AsCoM_f_834,AsCoM_g_834,AsCoM_s_5962,"d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:AsCoM_o_179,f:AsCoM_f_834,g:AsCoM_g_834,s:AsCoM_s_5962,"
FLASV15119.1375,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus_contaminans,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Lysinibacillus,s:Lysinibacillus_contaminans,"
FLASV15120.1380,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_340,AsCoM_g_683,AsCoM_s_6800,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_340,g:AsCoM_g_683,s:AsCoM_s_6800,"
FLASV15121.1321,Bacteria,Chloroflexi,P2-11E,AsCoM_o_495,AsCoM_f_853,AsCoM_g_853,AsCoM_s_15121,"d:Bacteria,p:Chloroflexi,c:P2-11E,o:AsCoM_o_495,f:AsCoM_f_853,g:AsCoM_g_853,s:AsCoM_s_15121,"
FLASV15122.1351,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,AsCoM_s_15122,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Coxiellales,f:Coxiellaceae,g:Coxiella,s:AsCoM_s_15122,"
FLASV15123.1325,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,AsCoM_g_15123,AsCoM_s_15123,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:SM2D12,g:AsCoM_g_15123,s:AsCoM_s_15123,"
FLASV15124.1345,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,AsCoM_f_813,AsCoM_g_8775,AsCoM_s_8775,"d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:AsCoM_f_813,g:AsCoM_g_8775,s:AsCoM_s_8775,"
FLASV15125.1379,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_1944,AsCoM_g_3673,AsCoM_s_7130,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_1944,g:AsCoM_g_3673,s:AsCoM_s_7130,"
FLASV15126.1375,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,AsCoM_f_2529,AsCoM_g_3390,AsCoM_s_15126,"d:Bacteria,p:Bdellovibrionota,c:Oligoflexia,o:0319-6G20,f:AsCoM_f_2529,g:AsCoM_g_3390,s:AsCoM_s_15126,"
FLASV15127.1308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,AsCoM_s_5177,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Pseudaminobacter,s:AsCoM_s_5177,"
FLASV15128.1315,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,AsCoM_g_1102,AsCoM_s_2242,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:AsCoM_g_1102,s:AsCoM_s_2242,"
FLASV15129.1383,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_180,AsCoM_f_180,AsCoM_g_7651,AsCoM_s_15129,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_180,f:AsCoM_f_180,g:AsCoM_g_7651,s:AsCoM_s_15129,"
FLASV15130.1376,Bacteria,Acidobacteriota,Subgroup_11,AsCoM_o_128,AsCoM_f_15130,AsCoM_g_15130,AsCoM_s_15130,"d:Bacteria,p:Acidobacteriota,c:Subgroup_11,o:AsCoM_o_128,f:AsCoM_f_15130,g:AsCoM_g_15130,s:AsCoM_s_15130,"
FLASV15131.1315,Bacteria,Chloroflexi,Anaerolineae,SBR1031,AsCoM_f_2251,AsCoM_g_15131,AsCoM_s_15131,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:AsCoM_f_2251,g:AsCoM_g_15131,s:AsCoM_s_15131,"
FLASV15132.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_23,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_23,"
FLASV15133.1354,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,AsCoM_s_11559,"d:Bacteria,p:Bdellovibrionota,c:Oligoflexia,o:Oligoflexales,f:Oligoflexaceae,g:Oligoflexus,s:AsCoM_s_11559,"
FLASV15134.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,AsCoM_s_8981,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Rhodanobacteraceae,g:Rhodanobacter,s:AsCoM_s_8981,"
FLASV15135.1351,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,AsCoM_s_8317,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:AsCoM_s_8317,"
FLASV15136.1305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,AsCoM_s_1068,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium,s:AsCoM_s_1068,"
FLASV15137.1339,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,AsCoM_s_8286,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:AsCoM_s_8286,"
FLASV15138.1353,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parasediminibacterium,AsCoM_s_2590,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Parasediminibacterium,s:AsCoM_s_2590,"
FLASV15139.1376,Bacteria,Myxococcota,Polyangia,mle1-27,AsCoM_f_416,AsCoM_g_1450,AsCoM_s_12582,"d:Bacteria,p:Myxococcota,c:Polyangia,o:mle1-27,f:AsCoM_f_416,g:AsCoM_g_1450,s:AsCoM_s_12582,"
FLASV15140.1365,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,AsCoM_s_15140,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,s:AsCoM_s_15140,"
FLASV15141.1357,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,AsCoM_s_11769,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Nitrosomonadaceae,g:Ellin6067,s:AsCoM_s_11769,"
FLASV15142.1332,Bacteria,Patescibacteria,ABY1,Ca_Kuenenbacteria,AsCoM_f_6691,AsCoM_g_15142,AsCoM_s_15142,"d:Bacteria,p:Patescibacteria,c:ABY1,o:Ca_Kuenenbacteria,f:AsCoM_f_6691,g:AsCoM_g_15142,s:AsCoM_s_15142,"
FLASV15143.1380,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_3443,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_3443,"
FLASV15144.1346,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,Pararheinheimera_tilapiae,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Alteromonadaceae,g:Rheinheimera,s:Pararheinheimera_tilapiae,"
FLASV15145.1351,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,AsCoM_f_15145,AsCoM_g_15145,AsCoM_s_15145,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:AsCoM_f_15145,g:AsCoM_g_15145,s:AsCoM_s_15145,"
FLASV15146.1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas_koreensis,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Caenimonas,s:Caenimonas_koreensis,"
FLASV15147.1308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,AsCoM_f_3,Bauldia,AsCoM_s_2701,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:AsCoM_f_3,g:Bauldia,s:AsCoM_s_2701,"
FLASV15148.1368,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,AsCoM_f_615,AsCoM_g_1175,AsCoM_s_3619,"d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:AsCoM_f_615,g:AsCoM_g_1175,s:AsCoM_s_3619,"
FLASV15149.1305,Bacteria,Patescibacteria,Parcubacteria,AsCoM_o_1688,AsCoM_f_3011,AsCoM_g_3011,AsCoM_s_15149,"d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:AsCoM_o_1688,f:AsCoM_f_3011,g:AsCoM_g_3011,s:AsCoM_s_15149,"
FLASV15150.1357,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,AsCoM_s_5630,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Parafilimonas,s:AsCoM_s_5630,"
FLASV15151.1314,Bacteria,Chloroflexi,JG30-KF-CM66,AsCoM_o_179,AsCoM_f_919,AsCoM_g_7365,AsCoM_s_15151,"d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:AsCoM_o_179,f:AsCoM_f_919,g:AsCoM_g_7365,s:AsCoM_s_15151,"
FLASV15152.1345,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,AsCoM_s_15152,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:AsCoM_s_15152,"
FLASV15153.1356,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,AsCoM_f_855,AsCoM_g_855,AsCoM_s_5740,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Planctomycetales,f:AsCoM_f_855,g:AsCoM_g_855,s:AsCoM_s_5740,"
FLASV15154.1328,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,AsCoM_g_5390,AsCoM_s_5390,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:AsCoM_g_5390,s:AsCoM_s_5390,"
FLASV15155.1373,Bacteria,Chloroflexi,Ktedonobacteria,C0119,AsCoM_f_1365,AsCoM_g_8542,AsCoM_s_8542,"d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:C0119,f:AsCoM_f_1365,g:AsCoM_g_8542,s:AsCoM_s_8542,"
FLASV15156.1361,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,AsCoM_s_15156,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Paenibacillales,f:Paenibacillaceae,g:Paenibacillus,s:AsCoM_s_15156,"
FLASV15157.1331,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,AsCoM_s_5235,"d:Bacteria,p:Armatimonadota,c:Fimbriimonadia,o:Fimbriimonadales,f:Fimbriimonadaceae,g:Fimbriimonas,s:AsCoM_s_5235,"
FLASV15158.1375,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,AsCoM_f_2529,AsCoM_g_15158,AsCoM_s_15158,"d:Bacteria,p:Bdellovibrionota,c:Oligoflexia,o:0319-6G20,f:AsCoM_f_2529,g:AsCoM_g_15158,s:AsCoM_s_15158,"
FLASV15159.1361,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,AsCoM_s_4598,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Paenibacillales,f:Paenibacillaceae,g:Paenibacillus,s:AsCoM_s_4598,"
FLASV15160.1338,Bacteria,SAR324_cladeMarine_group_B,AsCoM_c_3061,AsCoM_o_3061,AsCoM_f_8027,AsCoM_g_15160,AsCoM_s_15160,"d:Bacteria,p:SAR324_cladeMarine_group_B,c:AsCoM_c_3061,o:AsCoM_o_3061,f:AsCoM_f_8027,g:AsCoM_g_15160,s:AsCoM_s_15160,"
FLASV15161.1377,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,AsCoM_s_4643,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Opitutales,f:Opitutaceae,g:Opitutus,s:AsCoM_s_4643,"
FLASV15162.1351,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,AsCoM_g_2441,AsCoM_s_15162,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:env.OPS_17,g:AsCoM_g_2441,s:AsCoM_s_15162,"
FLASV15163.1329,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,AsCoM_f_5271,AsCoM_g_5271,AsCoM_s_15163,"d:Bacteria,p:Armatimonadota,c:Armatimonadia,o:Armatimonadales,f:AsCoM_f_5271,g:AsCoM_g_5271,s:AsCoM_s_15163,"
FLASV15164.1361,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,AsCoM_f_225,Ca_Berkiella,AsCoM_s_14753,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EC3,f:AsCoM_f_225,g:Ca_Berkiella,s:AsCoM_s_14753,"
FLASV15165.1340,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,AsCoM_s_31,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Spirosomaceae,g:Dyadobacter,s:AsCoM_s_31,"
FLASV15166.1378,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,AsCoM_s_15166,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,s:AsCoM_s_15166,"
FLASV15167.1384,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Ca_Udaeobacter,AsCoM_s_15167,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Ca_Udaeobacter,s:AsCoM_s_15167,"
FLASV15168.1350,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,AsCoM_s_4863,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:AsCoM_s_4863,"
FLASV15169.952,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,AsCoM_g_70,AsCoM_s_1657,"d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Nitrososphaerales,f:Nitrososphaeraceae,g:AsCoM_g_70,s:AsCoM_s_1657,"
FLASV15170.1377,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,AsCoM_s_15170,"d:Bacteria,p:Desulfobacterota,c:Desulfuromonadia,o:Geobacterales,f:Geobacteraceae,g:Geobacter,s:AsCoM_s_15170,"
FLASV15171.1367,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,AsCoM_f_615,AsCoM_g_1175,AsCoM_s_15171,"d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:AsCoM_f_615,g:AsCoM_g_1175,s:AsCoM_s_15171,"
FLASV15172.1361,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,AsCoM_s_15172,"d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:AsCoM_s_15172,"
FLASV15173.1371,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,AsCoM_f_175,AsCoM_g_15173,AsCoM_s_15173,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Chloroplast,f:AsCoM_f_175,g:AsCoM_g_15173,s:AsCoM_s_15173,"
FLASV15174.1297,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,AsCoM_g_15174,AsCoM_s_15174,"d:Bacteria,p:Patescibacteria,c:Saccharimonadia,o:Saccharimonadales,f:LWQ8,g:AsCoM_g_15174,s:AsCoM_s_15174,"
FLASV15175.1323,Bacteria,Chloroflexi,P2-11E,AsCoM_o_495,AsCoM_f_853,AsCoM_g_853,AsCoM_s_7915,"d:Bacteria,p:Chloroflexi,c:P2-11E,o:AsCoM_o_495,f:AsCoM_f_853,g:AsCoM_g_853,s:AsCoM_s_7915,"
FLASV15176.1309,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,YM_S32_TM7_50_20,AsCoM_g_2585,AsCoM_s_15176,"d:Bacteria,p:Patescibacteria,c:Saccharimonadia,o:Saccharimonadales,f:YM_S32_TM7_50_20,g:AsCoM_g_2585,s:AsCoM_s_15176,"
FLASV15177.1356,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,AsCoM_f_1798,AsCoM_g_2907,AsCoM_s_2907,"d:Bacteria,p:Acidobacteriota,c:Holophagae,o:Subgroup_7,f:AsCoM_f_1798,g:AsCoM_g_2907,s:AsCoM_s_2907,"
